image,label
dataset/sandstorm/3199.jpg,sandstorm
dataset/dew/2755.jpg,dew
dataset/frost/4046.jpg,frost
dataset/rain/1463.jpg,rain
dataset/rime/5346.jpg,rime
dataset/rime/5360.jpg,rime
dataset/dew/2243.jpg,dew
dataset/glaze/6101.jpg,glaze
dataset/hail/0533.jpg,hail
dataset/glaze/6632.jpg,glaze
dataset/rime/5397.jpg,rime
dataset/fogsmog/4136.jpg,fogsmog
dataset/rime/5554.jpg,rime
dataset/snow/1408.jpg,snow
dataset/hail/0448.jpg,hail
dataset/frost/3693.jpg,frost
dataset/snow/0863.jpg,snow
dataset/rain/1827.jpg,rain
dataset/rime/5761.jpg,rime
dataset/fogsmog/4392.jpg,fogsmog
dataset/hail/0523.jpg,hail
dataset/lightning/1840.jpg,lightning
dataset/hail/0582.jpg,hail
dataset/frost/3672.jpg,frost
dataset/rain/1448.jpg,rain
dataset/rime/5688.jpg,rime
dataset/snow/1448.jpg,snow
dataset/dew/2225.jpg,dew
dataset/frost/3683.jpg,frost
dataset/rime/5216.jpg,rime
dataset/hail/0590.jpg,hail
dataset/hail/0007.jpg,hail
dataset/fogsmog/4486.jpg,fogsmog
dataset/fogsmog/4123.jpg,fogsmog
dataset/fogsmog/4314.jpg,fogsmog
dataset/glaze/6202.jpg,glaze
dataset/fogsmog/4684.jpg,fogsmog
dataset/fogsmog/4115.jpg,fogsmog
dataset/hail/0389.jpg,hail
dataset/lightning/2023.jpg,lightning
dataset/snow/0842.jpg,snow
dataset/hail/0153.jpg,hail
dataset/glaze/6112.jpg,glaze
dataset/glaze/6604.jpg,glaze
dataset/sandstorm/3434.jpg,sandstorm
dataset/fogsmog/4481.jpg,fogsmog
dataset/glaze/6224.jpg,glaze
dataset/fogsmog/4894.jpg,fogsmog
dataset/lightning/2036.jpg,lightning
dataset/rime/5999.jpg,rime
dataset/rime/5094.jpg,rime
dataset/frost/3706.jpg,frost
dataset/snow/1093.jpg,snow
dataset/rainbow/0772.jpg,rainbow
dataset/sandstorm/3196.jpg,sandstorm
dataset/sandstorm/2985.jpg,sandstorm
dataset/frost/3852.jpg,frost
dataset/glaze/6251.jpg,glaze
dataset/fogsmog/4574.jpg,fogsmog
dataset/glaze/6711.jpg,glaze
dataset/rime/5401.jpg,rime
dataset/frost/3798.jpg,frost
dataset/rainbow/0640.jpg,rainbow
dataset/rime/5319.jpg,rime
dataset/hail/0015.jpg,hail
dataset/hail/0457.jpg,hail
dataset/fogsmog/4599.jpg,fogsmog
dataset/glaze/6722.jpg,glaze
dataset/glaze/6118.jpg,glaze
dataset/lightning/1982.jpg,lightning
dataset/dew/2227.jpg,dew
dataset/rime/5009.jpg,rime
dataset/rainbow/0598.jpg,rainbow
dataset/frost/3642.jpg,frost
dataset/snow/0903.jpg,snow
dataset/sandstorm/3464.jpg,sandstorm
dataset/fogsmog/4555.jpg,fogsmog
dataset/snow/1395.jpg,snow
dataset/snow/1218.jpg,snow
dataset/fogsmog/4305.jpg,fogsmog
dataset/snow/1359.jpg,snow
dataset/rain/1136.jpg,rain
dataset/lightning/1938.jpg,lightning
dataset/sandstorm/3224.jpg,sandstorm
dataset/fogsmog/4175.jpg,fogsmog
dataset/fogsmog/4785.jpg,fogsmog
dataset/dew/2314.jpg,dew
dataset/frost/3943.jpg,frost
dataset/rime/5759.jpg,rime
dataset/fogsmog/4374.jpg,fogsmog
dataset/fogsmog/4142.jpg,fogsmog
dataset/fogsmog/4815.jpg,fogsmog
dataset/rain/1514.jpg,rain
dataset/sandstorm/3596.jpg,sandstorm
dataset/rainbow/0818.jpg,rainbow
dataset/sandstorm/3125.jpg,sandstorm
dataset/rime/4938.jpg,rime
dataset/lightning/1934.jpg,lightning
dataset/rainbow/0661.jpg,rainbow
dataset/rime/5649.jpg,rime
dataset/rime/5687.jpg,rime
dataset/frost/3877.jpg,frost
dataset/rainbow/0815.jpg,rainbow
dataset/fogsmog/4427.jpg,fogsmog
dataset/frost/3995.jpg,frost
dataset/dew/2552.jpg,dew
dataset/dew/2313.jpg,dew
dataset/snow/1103.jpg,snow
dataset/rain/1692.jpg,rain
dataset/sandstorm/3201.jpg,sandstorm
dataset/snow/0921.jpg,snow
dataset/rime/4983.jpg,rime
dataset/rime/5588.jpg,rime
dataset/dew/2304.jpg,dew
dataset/dew/2716.jpg,dew
dataset/fogsmog/4137.jpg,fogsmog
dataset/sandstorm/3294.jpg,sandstorm
dataset/rain/1747.jpg,rain
dataset/sandstorm/3338.jpg,sandstorm
dataset/snow/1018.jpg,snow
dataset/lightning/2043.jpg,lightning
dataset/sandstorm/3387.jpg,sandstorm
dataset/rain/1455.jpg,rain
dataset/frost/3975.jpg,frost
dataset/fogsmog/4362.jpg,fogsmog
dataset/rime/5863.jpg,rime
dataset/dew/2385.jpg,dew
dataset/glaze/6116.jpg,glaze
dataset/fogsmog/4493.jpg,fogsmog
dataset/lightning/1831.jpg,lightning
dataset/dew/2518.jpg,dew
dataset/hail/0249.jpg,hail
dataset/rain/1523.jpg,rain
dataset/dew/2522.jpg,dew
dataset/glaze/6209.jpg,glaze
dataset/frost/4013.jpg,frost
dataset/lightning/1864.jpg,lightning
dataset/sandstorm/3154.jpg,sandstorm
dataset/hail/0123.jpg,hail
dataset/snow/1130.jpg,snow
dataset/dew/2818.jpg,dew
dataset/snow/0831.jpg,snow
dataset/glaze/6142.jpg,glaze
dataset/dew/2412.jpg,dew
dataset/hail/0484.jpg,hail
dataset/hail/0586.jpg,hail
dataset/glaze/6497.jpg,glaze
dataset/fogsmog/4624.jpg,fogsmog
dataset/lightning/2054.jpg,lightning
dataset/rainbow/0737.jpg,rainbow
dataset/rain/1604.jpg,rain
dataset/snow/0832.jpg,snow
dataset/fogsmog/4450.jpg,fogsmog
dataset/rime/5785.jpg,rime
dataset/dew/2407.jpg,dew
dataset/sandstorm/3534.jpg,sandstorm
dataset/glaze/6595.jpg,glaze
dataset/rime/5831.jpg,rime
dataset/fogsmog/4620.jpg,fogsmog
dataset/fogsmog/4301.jpg,fogsmog
dataset/fogsmog/4876.jpg,fogsmog
dataset/rime/5191.jpg,rime
dataset/dew/2473.jpg,dew
dataset/rain/1556.jpg,rain
dataset/snow/1421.jpg,snow
dataset/fogsmog/4640.jpg,fogsmog
dataset/hail/0463.jpg,hail
dataset/snow/1343.jpg,snow
dataset/dew/2772.jpg,dew
dataset/fogsmog/4351.jpg,fogsmog
dataset/fogsmog/4575.jpg,fogsmog
dataset/glaze/6586.jpg,glaze
dataset/fogsmog/4633.jpg,fogsmog
dataset/rime/5648.jpg,rime
dataset/hail/0388.jpg,hail
dataset/rime/5678.jpg,rime
dataset/rime/5165.jpg,rime
dataset/snow/1287.jpg,snow
dataset/lightning/1843.jpg,lightning
dataset/dew/2429.jpg,dew
dataset/glaze/6618.jpg,glaze
dataset/rain/1761.jpg,rain
dataset/rime/5393.jpg,rime
dataset/snow/1022.jpg,snow
dataset/rime/5145.jpg,rime
dataset/sandstorm/3380.jpg,sandstorm
dataset/frost/3746.jpg,frost
dataset/sandstorm/3514.jpg,sandstorm
dataset/hail/0398.jpg,hail
dataset/rime/5421.jpg,rime
dataset/rime/5511.jpg,rime
dataset/lightning/1999.jpg,lightning
dataset/frost/3916.jpg,frost
dataset/lightning/1925.jpg,lightning
dataset/snow/0993.jpg,snow
dataset/frost/3709.jpg,frost
dataset/lightning/1948.jpg,lightning
dataset/sandstorm/3076.jpg,sandstorm
dataset/dew/2840.jpg,dew
dataset/snow/1306.jpg,snow
dataset/rime/5709.jpg,rime
dataset/rime/5541.jpg,rime
dataset/rime/4935.jpg,rime
dataset/frost/3689.jpg,frost
dataset/rime/5984.jpg,rime
dataset/rain/1596.jpg,rain
dataset/rime/5031.jpg,rime
dataset/glaze/6344.jpg,glaze
dataset/lightning/1966.jpg,lightning
dataset/lightning/1863.jpg,lightning
dataset/hail/0482.jpg,hail
dataset/rime/6044.jpg,rime
dataset/rime/6064.jpg,rime
dataset/frost/3972.jpg,frost
dataset/rime/6031.jpg,rime
dataset/fogsmog/4414.jpg,fogsmog
dataset/dew/2426.jpg,dew
dataset/sandstorm/3015.jpg,sandstorm
dataset/rain/1279.jpg,rain
dataset/hail/0564.jpg,hail
dataset/dew/2643.jpg,dew
dataset/lightning/2031.jpg,lightning
dataset/rain/1525.jpg,rain
dataset/dew/2462.jpg,dew
dataset/hail/0325.jpg,hail
dataset/rime/5307.jpg,rime
dataset/lightning/2113.jpg,lightning
dataset/rainbow/0740.jpg,rainbow
dataset/snow/1175.jpg,snow
dataset/rime/5955.jpg,rime
dataset/sandstorm/3169.jpg,sandstorm
dataset/rain/1777.jpg,rain
dataset/lightning/2089.jpg,lightning
dataset/rime/5306.jpg,rime
dataset/lightning/1977.jpg,lightning
dataset/sandstorm/3308.jpg,sandstorm
dataset/rime/5496.jpg,rime
dataset/hail/0204.jpg,hail
dataset/rime/6054.jpg,rime
dataset/hail/0075.jpg,hail
dataset/frost/3850.jpg,frost
dataset/frost/4036.jpg,frost
dataset/fogsmog/4407.jpg,fogsmog
dataset/snow/1348.jpg,snow
dataset/frost/3760.jpg,frost
dataset/snow/1291.jpg,snow
dataset/rime/5533.jpg,rime
dataset/fogsmog/4372.jpg,fogsmog
dataset/snow/0890.jpg,snow
dataset/glaze/6193.jpg,glaze
dataset/snow/1043.jpg,snow
dataset/glaze/6700.jpg,glaze
dataset/hail/0282.jpg,hail
dataset/dew/2823.jpg,dew
dataset/lightning/2112.jpg,lightning
dataset/sandstorm/3109.jpg,sandstorm
dataset/rime/5174.jpg,rime
dataset/glaze/6208.jpg,glaze
dataset/rain/1517.jpg,rain
dataset/hail/0070.jpg,hail
dataset/fogsmog/4394.jpg,fogsmog
dataset/lightning/2101.jpg,lightning
dataset/glaze/6336.jpg,glaze
dataset/hail/0317.jpg,hail
dataset/rime/5535.jpg,rime
dataset/sandstorm/3004.jpg,sandstorm
dataset/dew/2489.jpg,dew
dataset/sandstorm/3213.jpg,sandstorm
dataset/fogsmog/4409.jpg,fogsmog
dataset/dew/2788.jpg,dew
dataset/dew/2391.jpg,dew
dataset/fogsmog/4497.jpg,fogsmog
dataset/lightning/1883.jpg,lightning
dataset/sandstorm/2951.jpg,sandstorm
dataset/hail/0277.jpg,hail
dataset/rime/5495.jpg,rime
dataset/hail/0543.jpg,hail
dataset/dew/2585.jpg,dew
dataset/rain/1800.jpg,rain
dataset/sandstorm/3572.jpg,sandstorm
dataset/rainbow/0804.jpg,rainbow
dataset/snow/0875.jpg,snow
dataset/rime/5675.jpg,rime
dataset/dew/2529.jpg,dew
dataset/sandstorm/3186.jpg,sandstorm
dataset/snow/1247.jpg,snow
dataset/fogsmog/4159.jpg,fogsmog
dataset/dew/2336.jpg,dew
dataset/snow/1235.jpg,snow
dataset/sandstorm/3492.jpg,sandstorm
dataset/sandstorm/3458.jpg,sandstorm
dataset/sandstorm/3315.jpg,sandstorm
dataset/dew/2895.jpg,dew
dataset/rime/5994.jpg,rime
dataset/lightning/1834.jpg,lightning
dataset/fogsmog/4156.jpg,fogsmog
dataset/sandstorm/2924.jpg,sandstorm
dataset/sandstorm/3354.jpg,sandstorm
dataset/hail/0010.jpg,hail
dataset/fogsmog/4191.jpg,fogsmog
dataset/fogsmog/4565.jpg,fogsmog
dataset/rime/6019.jpg,rime
dataset/snow/1207.jpg,snow
dataset/sandstorm/3336.jpg,sandstorm
dataset/fogsmog/4554.jpg,fogsmog
dataset/rime/5289.jpg,rime
dataset/rime/5713.jpg,rime
dataset/sandstorm/3325.jpg,sandstorm
dataset/hail/0287.jpg,hail
dataset/rime/5436.jpg,rime
dataset/snow/1356.jpg,snow
dataset/fogsmog/4248.jpg,fogsmog
dataset/hail/0330.jpg,hail
dataset/rime/5903.jpg,rime
dataset/sandstorm/3285.jpg,sandstorm
dataset/snow/1183.jpg,snow
dataset/rime/5155.jpg,rime
dataset/frost/3911.jpg,frost
dataset/frost/4052.jpg,frost
dataset/fogsmog/4500.jpg,fogsmog
dataset/rime/5228.jpg,rime
dataset/fogsmog/4101.jpg,fogsmog
dataset/hail/0558.jpg,hail
dataset/snow/1073.jpg,snow
dataset/rain/1489.jpg,rain
dataset/dew/2543.jpg,dew
dataset/frost/3905.jpg,frost
dataset/rime/5151.jpg,rime
dataset/rime/5374.jpg,rime
dataset/frost/3984.jpg,frost
dataset/rime/5079.jpg,rime
dataset/hail/0223.jpg,hail
dataset/rain/1758.jpg,rain
dataset/rime/5839.jpg,rime
dataset/rime/5765.jpg,rime
dataset/fogsmog/4794.jpg,fogsmog
dataset/rime/5806.jpg,rime
dataset/lightning/2193.jpg,lightning
dataset/dew/2487.jpg,dew
dataset/sandstorm/3420.jpg,sandstorm
dataset/fogsmog/4899.jpg,fogsmog
dataset/dew/2702.jpg,dew
dataset/sandstorm/3016.jpg,sandstorm
dataset/fogsmog/4405.jpg,fogsmog
dataset/sandstorm/2954.jpg,sandstorm
dataset/dew/2847.jpg,dew
dataset/rime/6052.jpg,rime
dataset/rain/1600.jpg,rain
dataset/frost/3665.jpg,frost
dataset/frost/3692.jpg,frost
dataset/frost/3710.jpg,frost
dataset/dew/2476.jpg,dew
dataset/rime/6074.jpg,rime
dataset/hail/0454.jpg,hail
dataset/lightning/1884.jpg,lightning
dataset/sandstorm/3459.jpg,sandstorm
dataset/sandstorm/3314.jpg,sandstorm
dataset/glaze/6154.jpg,glaze
dataset/dew/2815.jpg,dew
dataset/fogsmog/4754.jpg,fogsmog
dataset/rime/5695.jpg,rime
dataset/rime/5937.jpg,rime
dataset/sandstorm/3529.jpg,sandstorm
dataset/frost/3812.jpg,frost
dataset/rime/5978.jpg,rime
dataset/lightning/2019.jpg,lightning
dataset/hail/0013.jpg,hail
dataset/rime/5304.jpg,rime
dataset/snow/1342.jpg,snow
dataset/fogsmog/4488.jpg,fogsmog
dataset/rime/5562.jpg,rime
dataset/rime/6083.jpg,rime
dataset/rime/5016.jpg,rime
dataset/dew/2572.jpg,dew
dataset/glaze/6480.jpg,glaze
dataset/fogsmog/4847.jpg,fogsmog
dataset/rain/1414.jpg,rain
dataset/frost/3903.jpg,frost
dataset/rain/1643.jpg,rain
dataset/glaze/6169.jpg,glaze
dataset/fogsmog/4660.jpg,fogsmog
dataset/rime/5197.jpg,rime
dataset/sandstorm/2987.jpg,sandstorm
dataset/lightning/1839.jpg,lightning
dataset/rain/1723.jpg,rain
dataset/glaze/6252.jpg,glaze
dataset/fogsmog/4868.jpg,fogsmog
dataset/sandstorm/3405.jpg,sandstorm
dataset/hail/0490.jpg,hail
dataset/rainbow/0631.jpg,rainbow
dataset/rain/1789.jpg,rain
dataset/hail/0401.jpg,hail
dataset/frost/3757.jpg,frost
dataset/fogsmog/4725.jpg,fogsmog
dataset/dew/2686.jpg,dew
dataset/rime/5232.jpg,rime
dataset/fogsmog/4129.jpg,fogsmog
dataset/sandstorm/3245.jpg,sandstorm
dataset/hail/0196.jpg,hail
dataset/glaze/6330.jpg,glaze
dataset/fogsmog/4617.jpg,fogsmog
dataset/glaze/6402.jpg,glaze
dataset/lightning/2086.jpg,lightning
dataset/rainbow/0698.jpg,rainbow
dataset/fogsmog/4297.jpg,fogsmog
dataset/snow/1430.jpg,snow
dataset/fogsmog/4077.jpg,fogsmog
dataset/rime/6013.jpg,rime
dataset/sandstorm/3476.jpg,sandstorm
dataset/snow/1248.jpg,snow
dataset/sandstorm/3198.jpg,sandstorm
dataset/lightning/1885.jpg,lightning
dataset/frost/3656.jpg,frost
dataset/hail/0340.jpg,hail
dataset/glaze/6220.jpg,glaze
dataset/rime/6086.jpg,rime
dataset/rime/5036.jpg,rime
dataset/fogsmog/4840.jpg,fogsmog
dataset/hail/0473.jpg,hail
dataset/snow/0975.jpg,snow
dataset/lightning/1942.jpg,lightning
dataset/rain/1629.jpg,rain
dataset/rime/5194.jpg,rime
dataset/rime/5617.jpg,rime
dataset/frost/4028.jpg,frost
dataset/sandstorm/3246.jpg,sandstorm
dataset/sandstorm/3503.jpg,sandstorm
dataset/frost/4008.jpg,frost
dataset/rain/1601.jpg,rain
dataset/glaze/6726.jpg,glaze
dataset/rainbow/0733.jpg,rainbow
dataset/fogsmog/4168.jpg,fogsmog
dataset/rime/5872.jpg,rime
dataset/glaze/6437.jpg,glaze
dataset/lightning/2131.jpg,lightning
dataset/sandstorm/3287.jpg,sandstorm
dataset/lightning/1940.jpg,lightning
dataset/fogsmog/4417.jpg,fogsmog
dataset/fogsmog/4888.jpg,fogsmog
dataset/sandstorm/3477.jpg,sandstorm
dataset/rime/5654.jpg,rime
dataset/frost/3827.jpg,frost
dataset/rain/1474.jpg,rain
dataset/glaze/6314.jpg,glaze
dataset/fogsmog/4307.jpg,fogsmog
dataset/fogsmog/4386.jpg,fogsmog
dataset/hail/0511.jpg,hail
dataset/rime/5449.jpg,rime
dataset/sandstorm/3211.jpg,sandstorm
dataset/glaze/6219.jpg,glaze
dataset/dew/2531.jpg,dew
dataset/snow/1074.jpg,snow
dataset/dew/2721.jpg,dew
dataset/fogsmog/4882.jpg,fogsmog
dataset/sandstorm/3509.jpg,sandstorm
dataset/rime/5580.jpg,rime
dataset/frost/3677.jpg,frost
dataset/hail/0573.jpg,hail
dataset/rain/131.jpg,rain
dataset/dew/2623.jpg,dew
dataset/hail/0058.jpg,hail
dataset/fogsmog/4199.jpg,fogsmog
dataset/rime/6007.jpg,rime
dataset/glaze/6439.jpg,glaze
dataset/frost/3837.jpg,frost
dataset/rime/6084.jpg,rime
dataset/frost/4026.jpg,frost
dataset/dew/2537.jpg,dew
dataset/sandstorm/3228.jpg,sandstorm
dataset/rime/5944.jpg,rime
dataset/dew/2692.jpg,dew
dataset/rime/6049.jpg,rime
dataset/rainbow/0786.jpg,rainbow
dataset/rime/5392.jpg,rime
dataset/fogsmog/4694.jpg,fogsmog
dataset/dew/2505.jpg,dew
dataset/rain/1645.jpg,rain
dataset/glaze/6581.jpg,glaze
dataset/rainbow/0616.jpg,rainbow
dataset/rime/5995.jpg,rime
dataset/glaze/6232.jpg,glaze
dataset/frost/3846.jpg,frost
dataset/lightning/2107.jpg,lightning
dataset/sandstorm/3090.jpg,sandstorm
dataset/sandstorm/2979.jpg,sandstorm
dataset/rime/5563.jpg,rime
dataset/rain/1821.jpg,rain
dataset/dew/2312.jpg,dew
dataset/snow/1370.jpg,snow
dataset/sandstorm/3313.jpg,sandstorm
dataset/frost/3627.jpg,frost
dataset/sandstorm/2961.jpg,sandstorm
dataset/hail/0049.jpg,hail
dataset/rime/5540.jpg,rime
dataset/snow/0882.jpg,snow
dataset/sandstorm/3000.jpg,sandstorm
dataset/hail/0055.jpg,hail
dataset/fogsmog/4553.jpg,fogsmog
dataset/rime/5646.jpg,rime
dataset/frost/3955.jpg,frost
dataset/snow/0841.jpg,snow
dataset/dew/2826.jpg,dew
dataset/hail/0275.jpg,hail
dataset/dew/2863.jpg,dew
dataset/dew/2394.jpg,dew
dataset/rain/1459.jpg,rain
dataset/dew/2694.jpg,dew
dataset/lightning/2121.jpg,lightning
dataset/glaze/6649.jpg,glaze
dataset/rainbow/0703.jpg,rainbow
dataset/rime/5185.jpg,rime
dataset/sandstorm/3498.jpg,sandstorm
dataset/sandstorm/3396.jpg,sandstorm
dataset/rain/1780.jpg,rain
dataset/fogsmog/4328.jpg,fogsmog
dataset/lightning/2183.jpg,lightning
dataset/lightning/2039.jpg,lightning
dataset/rime/5490.jpg,rime
dataset/rain/1546.jpg,rain
dataset/rime/5826.jpg,rime
dataset/glaze/6725.jpg,glaze
dataset/fogsmog/4163.jpg,fogsmog
dataset/rime/5170.jpg,rime
dataset/rainbow/0807.jpg,rainbow
dataset/glaze/6409.jpg,glaze
dataset/sandstorm/3047.jpg,sandstorm
dataset/rainbow/0783.jpg,rainbow
dataset/frost/3729.jpg,frost
dataset/frost/3620.jpg,frost
dataset/rime/5259.jpg,rime
dataset/dew/2904.jpg,dew
dataset/sandstorm/3510.jpg,sandstorm
dataset/sandstorm/3140.jpg,sandstorm
dataset/lightning/1886.jpg,lightning
dataset/frost/4029.jpg,frost
dataset/rime/5604.jpg,rime
dataset/fogsmog/4910.jpg,fogsmog
dataset/glaze/6113.jpg,glaze
dataset/rime/5974.jpg,rime
dataset/dew/2353.jpg,dew
dataset/dew/2775.jpg,dew
dataset/glaze/6404.jpg,glaze
dataset/fogsmog/4402.jpg,fogsmog
dataset/dew/2416.jpg,dew
dataset/rime/5347.jpg,rime
dataset/rime/5946.jpg,rime
dataset/rime/5181.jpg,rime
dataset/rime/4949.jpg,rime
dataset/glaze/6274.jpg,glaze
dataset/rime/5012.jpg,rime
dataset/fogsmog/4384.jpg,fogsmog
dataset/hail/0233.jpg,hail
dataset/glaze/6143.jpg,glaze
dataset/glaze/6394.jpg,glaze
dataset/rain/1413.jpg,rain
dataset/glaze/6174.jpg,glaze
dataset/rime/5636.jpg,rime
dataset/rainbow/0730.jpg,rainbow
dataset/dew/2560.jpg,dew
dataset/rime/5469.jpg,rime
dataset/rime/5838.jpg,rime
dataset/glaze/6440.jpg,glaze
dataset/frost/3696.jpg,frost
dataset/lightning/2092.jpg,lightning
dataset/sandstorm/3316.jpg,sandstorm
dataset/rain/1210.jpg,rain
dataset/rainbow/0764.jpg,rainbow
dataset/rime/5057.jpg,rime
dataset/rainbow/0634.jpg,rainbow
dataset/sandstorm/3359.jpg,sandstorm
dataset/rime/5163.jpg,rime
dataset/dew/2547.jpg,dew
dataset/glaze/6371.jpg,glaze
dataset/rime/5427.jpg,rime
dataset/fogsmog/4490.jpg,fogsmog
dataset/fogsmog/4733.jpg,fogsmog
dataset/rainbow/0744.jpg,rainbow
dataset/rime/5518.jpg,rime
dataset/dew/2881.jpg,dew
dataset/rime/5504.jpg,rime
dataset/glaze/6454.jpg,glaze
dataset/frost/3616.jpg,frost
dataset/rime/5096.jpg,rime
dataset/sandstorm/3364.jpg,sandstorm
dataset/rime/5276.jpg,rime
dataset/rime/5476.jpg,rime
dataset/rainbow/0724.jpg,rainbow
dataset/glaze/6693.jpg,glaze
dataset/snow/1078.jpg,snow
dataset/rain/1693.jpg,rain
dataset/rainbow/0806.jpg,rainbow
dataset/dew/2647.jpg,dew
dataset/glaze/6561.jpg,glaze
dataset/rime/5321.jpg,rime
dataset/fogsmog/4629.jpg,fogsmog
dataset/dew/2605.jpg,dew
dataset/sandstorm/3074.jpg,sandstorm
dataset/glaze/6110.jpg,glaze
dataset/rime/5162.jpg,rime
dataset/fogsmog/4105.jpg,fogsmog
dataset/dew/2820.jpg,dew
dataset/hail/0103.jpg,hail
dataset/rime/5294.jpg,rime
dataset/sandstorm/3522.jpg,sandstorm
dataset/rain/107.jpg,rain
dataset/sandstorm/3258.jpg,sandstorm
dataset/lightning/2060.jpg,lightning
dataset/rime/4996.jpg,rime
dataset/rime/5478.jpg,rime
