filepath,label,split
dataset/snow/1395.jpg,snow,train
dataset/fogsmog/4779.jpg,fogsmog,test
dataset/sandstorm/2973.jpg,sandstorm,train
dataset/fogsmog/4800.jpg,fogsmog,train
dataset/fogsmog/4509.jpg,fogsmog,train
dataset/fogsmog/4428.jpg,fogsmog,train
dataset/dew/2517.jpg,dew,train
dataset/fogsmog/4307.jpg,fogsmog,train
dataset/fogsmog/4159.jpg,fogsmog,train
dataset/rain/1591.jpg,rain,val
dataset/hail/0293.jpg,hail,train
dataset/hail/0412.jpg,hail,test
dataset/dew/2345.jpg,dew,test
dataset/rain/1011.jpg,rain,train
dataset/lightning/2032.jpg,lightning,train
dataset/frost/3654.jpg,frost,train
dataset/snow/0868.jpg,snow,train
dataset/sandstorm/2985.jpg,sandstorm,train
dataset/rime/4969.jpg,rime,train
dataset/sandstorm/3517.jpg,sandstorm,train
dataset/lightning/1844.jpg,lightning,train
dataset/fogsmog/4448.jpg,fogsmog,test
dataset/fogsmog/4381.jpg,fogsmog,train
dataset/hail/0344.jpg,hail,test
dataset/sandstorm/3205.jpg,sandstorm,train
dataset/dew/2436.jpg,dew,train
dataset/fogsmog/4150.jpg,fogsmog,train
dataset/glaze/6715.jpg,glaze,train
dataset/glaze/6553.jpg,glaze,train
dataset/hail/0099.jpg,hail,test
dataset/glaze/6676.jpg,glaze,test
dataset/rime/5943.jpg,rime,train
dataset/hail/0272.jpg,hail,train
dataset/rime/5151.jpg,rime,train
dataset/rime/5744.jpg,rime,test
dataset/hail/0340.jpg,hail,train
dataset/rime/5185.jpg,rime,train
dataset/rainbow/0713.jpg,rainbow,train
dataset/sandstorm/2984.jpg,sandstorm,train
dataset/rime/5383.jpg,rime,train
dataset/rime/4978.jpg,rime,val
dataset/fogsmog/4352.jpg,fogsmog,val
dataset/dew/2253.jpg,dew,train
dataset/frost/4019.jpg,frost,test
dataset/dew/2358.jpg,dew,val
dataset/sandstorm/3453.jpg,sandstorm,train
dataset/fogsmog/4276.jpg,fogsmog,test
dataset/fogsmog/4545.jpg,fogsmog,train
dataset/fogsmog/4628.jpg,fogsmog,train
dataset/snow/1403.jpg,snow,train
dataset/rime/5888.jpg,rime,train
dataset/rain/1795.jpg,rain,train
dataset/lightning/1882.jpg,lightning,val
dataset/fogsmog/4345.jpg,fogsmog,test
dataset/frost/3691.jpg,frost,train
dataset/rime/5021.jpg,rime,train
dataset/glaze/6367.jpg,glaze,train
dataset/sandstorm/3138.jpg,sandstorm,train
dataset/sandstorm/3526.jpg,sandstorm,test
dataset/rime/4981.jpg,rime,train
dataset/rain/1491.jpg,rain,test
dataset/rime/4982.jpg,rime,val
dataset/sandstorm/3480.jpg,sandstorm,train
dataset/dew/2334.jpg,dew,train
dataset/glaze/6436.jpg,glaze,test
dataset/hail/0256.jpg,hail,val
dataset/glaze/6476.jpg,glaze,train
dataset/fogsmog/4738.jpg,fogsmog,val
dataset/snow/1371.jpg,snow,train
dataset/snow/1329.jpg,snow,train
dataset/rime/5421.jpg,rime,test
dataset/hail/0313.jpg,hail,train
dataset/snow/1265.jpg,snow,test
dataset/fogsmog/4405.jpg,fogsmog,train
dataset/dew/2690.jpg,dew,train
dataset/hail/0495.jpg,hail,train
dataset/hail/0028.jpg,hail,test
dataset/sandstorm/3079.jpg,sandstorm,train
dataset/dew/2401.jpg,dew,test
dataset/rainbow/0708.jpg,rainbow,train
dataset/frost/3891.jpg,frost,train
dataset/rime/5789.jpg,rime,train
dataset/fogsmog/4593.jpg,fogsmog,train
dataset/lightning/1854.jpg,lightning,train
dataset/snow/1357.jpg,snow,train
dataset/rime/5208.jpg,rime,test
dataset/glaze/6450.jpg,glaze,train
dataset/snow/1149.jpg,snow,train
dataset/sandstorm/3062.jpg,sandstorm,train
dataset/dew/2695.jpg,dew,train
dataset/glaze/6465.jpg,glaze,train
dataset/snow/1028.jpg,snow,train
dataset/rain/1725.jpg,rain,val
dataset/snow/0981.jpg,snow,train
dataset/hail/0460.jpg,hail,train
dataset/rain/1498.jpg,rain,train
dataset/fogsmog/4720.jpg,fogsmog,train
dataset/rainbow/0758.jpg,rainbow,train
dataset/dew/2362.jpg,dew,train
dataset/hail/0059.jpg,hail,test
dataset/hail/0185.jpg,hail,train
dataset/rime/5038.jpg,rime,train
dataset/rainbow/0631.jpg,rainbow,train
dataset/snow/1439.jpg,snow,val
dataset/lightning/1966.jpg,lightning,val
dataset/snow/1091.jpg,snow,val
dataset/glaze/6388.jpg,glaze,test
dataset/fogsmog/4429.jpg,fogsmog,train
dataset/rime/5492.jpg,rime,train
dataset/hail/0198.jpg,hail,test
dataset/rime/5101.jpg,rime,test
dataset/dew/2412.jpg,dew,train
dataset/rime/5737.jpg,rime,train
dataset/glaze/6678.jpg,glaze,train
dataset/fogsmog/4306.jpg,fogsmog,train
dataset/glaze/6323.jpg,glaze,train
dataset/glaze/6267.jpg,glaze,test
dataset/frost/3943.jpg,frost,train
dataset/hail/0126.jpg,hail,train
dataset/rime/5317.jpg,rime,train
dataset/rime/5347.jpg,rime,test
dataset/sandstorm/3006.jpg,sandstorm,val
dataset/rime/5365.jpg,rime,train
dataset/rime/5019.jpg,rime,train
dataset/sandstorm/3092.jpg,sandstorm,train
dataset/sandstorm/2954.jpg,sandstorm,train
dataset/fogsmog/4619.jpg,fogsmog,train
dataset/hail/0552.jpg,hail,train
dataset/glaze/6209.jpg,glaze,test
dataset/fogsmog/4418.jpg,fogsmog,train
dataset/rime/4983.jpg,rime,train
dataset/rime/5228.jpg,rime,test
dataset/glaze/6327.jpg,glaze,test
dataset/hail/0548.jpg,hail,train
dataset/fogsmog/4887.jpg,fogsmog,test
dataset/snow/1363.jpg,snow,test
dataset/lightning/2072.jpg,lightning,test
dataset/frost/3838.jpg,frost,test
dataset/sandstorm/2994.jpg,sandstorm,test
dataset/rime/5865.jpg,rime,train
dataset/sandstorm/2961.jpg,sandstorm,train
dataset/hail/0587.jpg,hail,train
dataset/fogsmog/4535.jpg,fogsmog,train
dataset/rain/1180.jpg,rain,train
dataset/rime/5843.jpg,rime,train
dataset/rainbow/0785.jpg,rainbow,test
dataset/rime/5623.jpg,rime,test
dataset/glaze/6213.jpg,glaze,val
dataset/hail/0204.jpg,hail,train
dataset/glaze/6600.jpg,glaze,val
dataset/frost/3793.jpg,frost,train
dataset/fogsmog/4834.jpg,fogsmog,train
dataset/rime/4958.jpg,rime,test
dataset/fogsmog/4475.jpg,fogsmog,train
dataset/sandstorm/3394.jpg,sandstorm,train
dataset/fogsmog/4283.jpg,fogsmog,train
dataset/fogsmog/4084.jpg,fogsmog,train
dataset/glaze/6268.jpg,glaze,test
dataset/rain/1171.jpg,rain,train
dataset/fogsmog/4094.jpg,fogsmog,val
dataset/rime/5602.jpg,rime,val
dataset/lightning/1974.jpg,lightning,train
dataset/sandstorm/3587.jpg,sandstorm,test
dataset/fogsmog/4378.jpg,fogsmog,train
dataset/rime/6059.jpg,rime,test
dataset/rime/5844.jpg,rime,train
dataset/snow/1336.jpg,snow,train
dataset/sandstorm/3554.jpg,sandstorm,test
dataset/hail/0371.jpg,hail,train
dataset/sandstorm/2972.jpg,sandstorm,train
dataset/fogsmog/4175.jpg,fogsmog,train
dataset/rime/5168.jpg,rime,train
dataset/glaze/6108.jpg,glaze,train
dataset/glaze/6300.jpg,glaze,train
dataset/sandstorm/3098.jpg,sandstorm,train
dataset/snow/1089.jpg,snow,train
dataset/dew/2752.jpg,dew,train
dataset/rain/140.jpg,rain,train
dataset/snow/1045.jpg,snow,train
dataset/dew/2505.jpg,dew,train
dataset/lightning/1994.jpg,lightning,test
dataset/glaze/6432.jpg,glaze,train
dataset/sandstorm/3166.jpg,sandstorm,train
dataset/frost/3751.jpg,frost,train
dataset/dew/2421.jpg,dew,test
dataset/lightning/2030.jpg,lightning,train
dataset/rainbow/0665.jpg,rainbow,test
dataset/rime/5887.jpg,rime,train
dataset/snow/1328.jpg,snow,train
dataset/hail/0081.jpg,hail,val
dataset/snow/0943.jpg,snow,train
dataset/glaze/6279.jpg,glaze,test
dataset/fogsmog/4314.jpg,fogsmog,train
dataset/rime/5957.jpg,rime,test
dataset/glaze/6471.jpg,glaze,test
dataset/rime/5603.jpg,rime,train
dataset/glaze/6494.jpg,glaze,train
dataset/snow/1056.jpg,snow,train
dataset/lightning/1929.jpg,lightning,train
dataset/snow/0884.jpg,snow,train
dataset/rime/5958.jpg,rime,test
dataset/rime/4974.jpg,rime,train
dataset/lightning/2067.jpg,lightning,train
dataset/rime/5264.jpg,rime,train
dataset/rime/4973.jpg,rime,train
dataset/lightning/2195.jpg,lightning,train
dataset/rain/1608.jpg,rain,test
dataset/rainbow/0600.jpg,rainbow,train
dataset/glaze/6193.jpg,glaze,train
dataset/rain/1816.jpg,rain,train
dataset/rime/4957.jpg,rime,train
dataset/fogsmog/4257.jpg,fogsmog,train
dataset/rime/5382.jpg,rime,train
dataset/rime/5411.jpg,rime,train
dataset/glaze/6559.jpg,glaze,test
dataset/sandstorm/2971.jpg,sandstorm,train
dataset/hail/0328.jpg,hail,train
dataset/rain/1817.jpg,rain,train
dataset/fogsmog/4623.jpg,fogsmog,train
dataset/rime/5202.jpg,rime,train
dataset/dew/2241.jpg,dew,train
dataset/fogsmog/4629.jpg,fogsmog,test
dataset/fogsmog/4494.jpg,fogsmog,train
dataset/snow/1427.jpg,snow,val
dataset/frost/3766.jpg,frost,train
dataset/hail/0002.jpg,hail,train
dataset/hail/0070.jpg,hail,train
dataset/frost/3682.jpg,frost,test
dataset/rain/1605.jpg,rain,test
dataset/lightning/1893.jpg,lightning,test
dataset/snow/1352.jpg,snow,train
dataset/dew/2298.jpg,dew,test
dataset/rime/6004.jpg,rime,train
dataset/dew/2599.jpg,dew,val
dataset/rain/1743.jpg,rain,test
dataset/rime/5701.jpg,rime,val
dataset/snow/1450.jpg,snow,train
dataset/rime/5985.jpg,rime,train
dataset/rainbow/0622.jpg,rainbow,test
dataset/sandstorm/3190.jpg,sandstorm,test
dataset/rime/4934.jpg,rime,train
dataset/lightning/1968.jpg,lightning,train
dataset/rain/1584.jpg,rain,test
dataset/glaze/6691.jpg,glaze,train
dataset/sandstorm/3544.jpg,sandstorm,train
dataset/rime/5807.jpg,rime,test
dataset/rainbow/0788.jpg,rainbow,train
dataset/snow/0947.jpg,snow,test
dataset/dew/2630.jpg,dew,test
dataset/snow/1014.jpg,snow,train
dataset/rime/5008.jpg,rime,val
dataset/dew/2611.jpg,dew,val
dataset/hail/0345.jpg,hail,test
dataset/lightning/2117.jpg,lightning,train
dataset/sandstorm/3370.jpg,sandstorm,train
dataset/fogsmog/4351.jpg,fogsmog,train
dataset/dew/2266.jpg,dew,test
dataset/dew/2598.jpg,dew,train
dataset/dew/2376.jpg,dew,test
dataset/sandstorm/3588.jpg,sandstorm,val
dataset/fogsmog/4612.jpg,fogsmog,val
dataset/snow/0833.jpg,snow,train
dataset/dew/2830.jpg,dew,train
dataset/snow/0924.jpg,snow,train
dataset/fogsmog/4877.jpg,fogsmog,train
dataset/lightning/1850.jpg,lightning,test
dataset/dew/2675.jpg,dew,test
dataset/lightning/2146.jpg,lightning,train
dataset/rain/1469.jpg,rain,train
dataset/lightning/2039.jpg,lightning,train
dataset/snow/0916.jpg,snow,test
dataset/glaze/6318.jpg,glaze,train
dataset/lightning/2113.jpg,lightning,train
dataset/hail/0280.jpg,hail,train
dataset/sandstorm/3376.jpg,sandstorm,train
dataset/rime/5384.jpg,rime,test
dataset/glaze/6704.jpg,glaze,train
dataset/hail/0475.jpg,hail,train
dataset/snow/0852.jpg,snow,test
dataset/hail/0252.jpg,hail,train
dataset/rime/5857.jpg,rime,train
dataset/sandstorm/3400.jpg,sandstorm,test
dataset/fogsmog/4267.jpg,fogsmog,val
dataset/rain/1534.jpg,rain,train
dataset/dew/2304.jpg,dew,test
dataset/snow/0840.jpg,snow,test
dataset/rainbow/0721.jpg,rainbow,test
dataset/dew/2787.jpg,dew,train
dataset/dew/2515.jpg,dew,train
dataset/frost/3977.jpg,frost,val
dataset/snow/0987.jpg,snow,train
dataset/fogsmog/4247.jpg,fogsmog,test
dataset/lightning/2185.jpg,lightning,val
dataset/hail/0576.jpg,hail,train
dataset/rime/5252.jpg,rime,train
dataset/hail/0456.jpg,hail,train
dataset/glaze/6425.jpg,glaze,train
dataset/rain/1764.jpg,rain,train
dataset/rime/5517.jpg,rime,train
dataset/snow/1169.jpg,snow,val
dataset/frost/3923.jpg,frost,test
dataset/rime/5407.jpg,rime,train
dataset/snow/1268.jpg,snow,train
dataset/sandstorm/2922.jpg,sandstorm,train
dataset/rime/5742.jpg,rime,test
dataset/dew/2338.jpg,dew,train
dataset/dew/2721.jpg,dew,train
dataset/fogsmog/4131.jpg,fogsmog,train
dataset/rainbow/0616.jpg,rainbow,train
dataset/hail/0012.jpg,hail,val
dataset/glaze/6210.jpg,glaze,test
dataset/dew/2763.jpg,dew,train
dataset/hail/0439.jpg,hail,train
dataset/rime/5074.jpg,rime,train
dataset/sandstorm/3215.jpg,sandstorm,val
dataset/sandstorm/3359.jpg,sandstorm,train
dataset/dew/2853.jpg,dew,val
dataset/dew/2545.jpg,dew,train
dataset/sandstorm/3034.jpg,sandstorm,test
dataset/dew/2523.jpg,dew,val
dataset/hail/0167.jpg,hail,train
dataset/glaze/6344.jpg,glaze,train
dataset/rime/5661.jpg,rime,val
dataset/sandstorm/3008.jpg,sandstorm,train
dataset/fogsmog/4851.jpg,fogsmog,val
dataset/glaze/6648.jpg,glaze,train
dataset/glaze/6343.jpg,glaze,train
dataset/rime/5049.jpg,rime,train
dataset/hail/0384.jpg,hail,train
dataset/snow/0844.jpg,snow,train
dataset/snow/1030.jpg,snow,train
dataset/snow/1385.jpg,snow,val
dataset/frost/3924.jpg,frost,train
dataset/rime/5522.jpg,rime,train
dataset/rain/1543.jpg,rain,train
dataset/frost/3709.jpg,frost,train
dataset/rime/5114.jpg,rime,train
dataset/rain/1721.jpg,rain,train
dataset/snow/1215.jpg,snow,train
dataset/fogsmog/4560.jpg,fogsmog,train
dataset/fogsmog/4375.jpg,fogsmog,test
dataset/glaze/6186.jpg,glaze,train
dataset/rain/1561.jpg,rain,train
dataset/dew/2235.jpg,dew,test
dataset/hail/0211.jpg,hail,train
dataset/sandstorm/3552.jpg,sandstorm,train
dataset/sandstorm/3414.jpg,sandstorm,val
dataset/rainbow/0717.jpg,rainbow,test
dataset/lightning/1989.jpg,lightning,test
dataset/rime/6047.jpg,rime,train
dataset/hail/0354.jpg,hail,train
dataset/lightning/2034.jpg,lightning,test
dataset/snow/1018.jpg,snow,train
dataset/frost/3689.jpg,frost,train
dataset/dew/2320.jpg,dew,train
dataset/rime/6026.jpg,rime,train
dataset/snow/1232.jpg,snow,test
dataset/hail/0398.jpg,hail,val
dataset/snow/0995.jpg,snow,train
dataset/glaze/6115.jpg,glaze,train
dataset/lightning/1912.jpg,lightning,val
dataset/sandstorm/2979.jpg,sandstorm,val
dataset/rime/5885.jpg,rime,test
dataset/glaze/6130.jpg,glaze,train
dataset/rime/5817.jpg,rime,train
dataset/glaze/6261.jpg,glaze,train
dataset/rime/5691.jpg,rime,test
dataset/rain/1238.jpg,rain,train
dataset/rain/1776.jpg,rain,val
dataset/dew/2604.jpg,dew,train
dataset/dew/2501.jpg,dew,train
dataset/lightning/2079.jpg,lightning,test
dataset/dew/2867.jpg,dew,train
dataset/hail/0042.jpg,hail,train
dataset/rime/5856.jpg,rime,test
dataset/rain/1709.jpg,rain,train
dataset/fogsmog/4645.jpg,fogsmog,train
dataset/snow/1061.jpg,snow,test
dataset/rain/1631.jpg,rain,test
dataset/lightning/2164.jpg,lightning,train
dataset/rime/5697.jpg,rime,train
dataset/snow/1245.jpg,snow,train
dataset/rime/5412.jpg,rime,train
dataset/snow/1276.jpg,snow,train
dataset/hail/0172.jpg,hail,train
dataset/rime/5329.jpg,rime,train
dataset/glaze/6723.jpg,glaze,train
dataset/sandstorm/2930.jpg,sandstorm,train
dataset/snow/1299.jpg,snow,train
dataset/snow/1383.jpg,snow,test
dataset/sandstorm/3393.jpg,sandstorm,test
dataset/rain/1662.jpg,rain,train
dataset/sandstorm/3349.jpg,sandstorm,train
dataset/dew/2438.jpg,dew,train
dataset/rime/5197.jpg,rime,train
dataset/dew/2321.jpg,dew,train
dataset/rime/5119.jpg,rime,train
dataset/rainbow/0688.jpg,rainbow,val
dataset/snow/1086.jpg,snow,test
dataset/rainbow/0642.jpg,rainbow,test
dataset/sandstorm/3294.jpg,sandstorm,train
dataset/rime/5239.jpg,rime,train
dataset/rime/5970.jpg,rime,val
dataset/fogsmog/4744.jpg,fogsmog,train
dataset/frost/3829.jpg,frost,train
dataset/dew/2771.jpg,dew,test
dataset/fogsmog/4516.jpg,fogsmog,train
dataset/rain/1651.jpg,rain,train
dataset/sandstorm/3456.jpg,sandstorm,train
dataset/fogsmog/4786.jpg,fogsmog,train
dataset/hail/0458.jpg,hail,train
dataset/rime/5618.jpg,rime,test
dataset/snow/1055.jpg,snow,test
dataset/fogsmog/4407.jpg,fogsmog,train
dataset/snow/1222.jpg,snow,train
dataset/snow/1367.jpg,snow,train
dataset/rime/5241.jpg,rime,train
dataset/hail/0118.jpg,hail,test
dataset/sandstorm/3148.jpg,sandstorm,test
dataset/snow/1100.jpg,snow,train
dataset/dew/2793.jpg,dew,train
dataset/glaze/6493.jpg,glaze,train
dataset/glaze/6667.jpg,glaze,train
dataset/rainbow/0646.jpg,rainbow,train
dataset/glaze/6468.jpg,glaze,test
dataset/rime/5195.jpg,rime,train
dataset/fogsmog/4426.jpg,fogsmog,val
dataset/fogsmog/4151.jpg,fogsmog,train
dataset/rime/6036.jpg,rime,train
dataset/glaze/6562.jpg,glaze,train
dataset/lightning/2068.jpg,lightning,train
dataset/sandstorm/3107.jpg,sandstorm,train
dataset/rime/5281.jpg,rime,train
dataset/hail/0521.jpg,hail,test
dataset/glaze/6675.jpg,glaze,train
dataset/snow/1068.jpg,snow,val
dataset/rainbow/0773.jpg,rainbow,train
dataset/rain/1814.jpg,rain,test
dataset/fogsmog/4282.jpg,fogsmog,test
dataset/rime/5482.jpg,rime,val
dataset/fogsmog/4715.jpg,fogsmog,train
dataset/sandstorm/3485.jpg,sandstorm,train
dataset/dew/2245.jpg,dew,train
dataset/rainbow/0618.jpg,rainbow,train
dataset/rime/5863.jpg,rime,train
dataset/fogsmog/4643.jpg,fogsmog,train
dataset/lightning/1883.jpg,lightning,train
dataset/fogsmog/4899.jpg,fogsmog,train
dataset/fogsmog/4440.jpg,fogsmog,train
dataset/hail/0067.jpg,hail,train
dataset/fogsmog/4327.jpg,fogsmog,train
dataset/rime/5845.jpg,rime,train
dataset/rime/5904.jpg,rime,train
dataset/glaze/6182.jpg,glaze,test
dataset/sandstorm/3232.jpg,sandstorm,val
dataset/sandstorm/3021.jpg,sandstorm,test
dataset/rain/1185.jpg,rain,train
dataset/glaze/6568.jpg,glaze,train
dataset/dew/2694.jpg,dew,train
dataset/rime/5825.jpg,rime,train
dataset/dew/2766.jpg,dew,train
dataset/fogsmog/4562.jpg,fogsmog,train
dataset/snow/1248.jpg,snow,train
dataset/sandstorm/3464.jpg,sandstorm,train
dataset/rime/5372.jpg,rime,train
dataset/hail/0033.jpg,hail,test
dataset/glaze/6285.jpg,glaze,train
dataset/rain/1235.jpg,rain,test
dataset/glaze/6633.jpg,glaze,val
dataset/rain/1291.jpg,rain,train
dataset/snow/0850.jpg,snow,train
dataset/rain/1557.jpg,rain,train
dataset/rime/5363.jpg,rime,train
dataset/snow/1313.jpg,snow,train
dataset/fogsmog/4290.jpg,fogsmog,train
dataset/rain/1470.jpg,rain,val
dataset/dew/2681.jpg,dew,train
dataset/lightning/2190.jpg,lightning,train
dataset/fogsmog/4579.jpg,fogsmog,train
dataset/snow/1266.jpg,snow,train
dataset/lightning/1985.jpg,lightning,train
dataset/glaze/6605.jpg,glaze,train
dataset/hail/0015.jpg,hail,train
dataset/rime/5305.jpg,rime,train
dataset/rime/5204.jpg,rime,train
dataset/sandstorm/3543.jpg,sandstorm,test
dataset/dew/2747.jpg,dew,train
